,Unnamed: 0,ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM.FUEL.TRIM.BANK.1,FUEL_ECONOMY,LONG.TERM.FUEL.TRIM.BANK.2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT.TERM.FUEL.TRIM.BANK.2,SHORT.TERM.FUEL.TRIM.BANK.1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui,TROUBLE_CODES_converted,TIMESTAMP,MARK,MODEL,CAR_YEAR,ENGINE_POWER,AUTOMATIC,BAROMETRIC_PRESSURE.KPA.,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1364,1365,1365.0,"1,51E+12",-583.777.903,-3.519.674.939,34.0,control3,100.0,83.0,"49,40","27,10",8.0,1987.0,21.0,"4,94",,,,,31.0,,37.0,,"0,00",00:23:05,"23,10",MIL is OFF0 codes,,"68,20","1,00",,0,,,,,,,,,,,,
1365,1366,1366.0,"1,51E+12",-583.735.425,-3.519.700.057,31.0,control3,100.0,83.0,"46,30","46,70",8.0,1585.0,90.0,"18,73",,,,,31.0,,44.0,,"0,00",00:23:09,"31,80",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
1366,1367,1367.0,"1,51E+12",-583.706.869,-3.519.723.867,28.0,control3,100.0,83.0,"47,50","100,00",8.0,2456.0,98.0,"27,93",,,,,31.0,,59.0,,"4,70",00:23:13,"29,80",MIL is OFF0 codes,,"62,00","1,00",,0,,,,,,,,,,,,
1367,1368,1368.0,"1,51E+12",-583.667.407,-3.519.758.212,25.0,control3,100.0,83.0,"48,60","100,00",8.0,2042.0,94.0,"35,19",,,,,30.0,,69.0,,"-2,30",00:23:17,"65,90",MIL is OFF0 codes,,"60,00","1,00",,0,,,,,,,,,,,,
1368,1369,1369.0,"1,51E+12",-583.626.909,-3.519.812.515,32.0,control3,100.0,83.0,"49,80","100,00",8.0,2399.0,93.0,"42,89",,,,,30.0,,73.0,,"1,60",00:23:21,"42,70",MIL is OFF0 codes,,"62,40","1,00",,0,,,,,,,,,,,,
1369,1370,1370.0,"1,51E+12",-583.581.679,-3.519.869.024,33.0,control3,100.0,83.0,"50,20","100,00",8.0,2035.0,90.0,"35,89",,,,,30.0,,77.0,,"-2,30",00:23:25,"42,00",MIL is OFF0 codes,,"60,40","1,00",,0,,,,,,,,,,,,
1370,1371,1371.0,"1,51E+12",-583.542.183,-3.519.930.397,36.0,control3,100.0,83.0,"51,00","100,00",8.0,2085.0,81.0,"31,81",,,,,30.0,,76.0,,"-6,20",00:23:29,"38,00",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1371,1372,1372.0,"1,51E+12",-583.492.869,-3.519.991.835,40.0,control3,100.0,84.0,"51,40","87,80",8.0,2067.0,20.0,"24,52",,,,,30.0,,73.0,,"-6,20",00:23:33,"34,50",MIL is OFF0 codes,,"66,30","1,00",,0,,,,,,,,,,,,
1372,1373,1373.0,"1,51E+12",-583.447.346,-3.520.051.393,44.0,control3,100.0,84.0,"51,40","83,10",8.0,2016.0,65.0,"24,68",,,,,30.0,,77.0,,"-2,30",00:23:37,"34,90",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
1373,1374,1374.0,"1,51E+12",-583.398.917,-3.520.111.957,46.0,control3,100.0,84.0,"51,40","63,50",8.0,2130.0,27.0,"18,41",,,,,30.0,,76.0,,"-10,20",00:23:41,"32,50",MIL is OFF0 codes,,"68,60","1,00",,0,,,,,,,,,,,,
1374,1375,1375.0,"1,51E+12",-583.350.802,-3.520.171.793,44.0,control3,100.0,84.0,"51,00","18,80",8.0,2065.0,20.0,"5,87",,,,,30.0,,64.0,,"0,00",00:23:46,"23,90",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1375,1376,1376.0,"1,51E+12",-583.308.358,-3.520.225.367,41.0,control3,100.0,83.0,"49,40","17,60",8.0,1323.0,20.0,"3,23",,,,,31.0,,33.0,,"10,20",00:23:50,"18,80",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
1376,1377,1377.0,"1,51E+12",-583.281.989,-3.520.266.245,38.0,control3,100.0,83.0,"46,70","24,30",8.0,1561.0,99.0,"8,33",,,,,31.0,,40.0,,"10,90",00:23:54,"28,20",MIL is OFF0 codes,,"62,00","1,00",,0,,,,,,,,,,,,
1377,1378,1378.0,"1,51E+12",-583.258.086,-3.520.288.683,33.0,control3,99.0,83.0,"48,60","100,00",8.0,2201.0,23.0,"40,67",,,,,30.0,,52.0,,"-5,50",00:23:58,"83,50",MIL is OFF0 codes,,"60,00","0,00",,0,,,,,,,,,,,,
1378,1379,1379.0,"1,51E+12",-583.236.215,-3.520.332.854,36.0,control3,99.0,83.0,"50,20","72,20",8.0,1738.0,51.0,"6,53",,,,,30.0,,52.0,,"-0,80",00:24:02,"23,50",MIL is OFF0 codes,,"66,70","1,00",,0,,,,,,,,,,,,
1379,1380,1380.0,"1,51E+12",-583.219.336,-3.520.382.259,39.0,control3,99.0,83.0,"50,20","19,20",8.0,1667.0,20.0,"4,72",,,,,30.0,,33.0,,"0,00",00:24:06,"22,40",MIL is OFF0 codes,,"62,70","1,00",,0,,,,,,,,,,,,
1380,1381,1381.0,"1,51E+12",-583.206.238,-3.520.419.842,42.0,control3,100.0,84.0,"47,50","100,00",8.0,1227.0,99.0,"20,17",,,,,30.0,,45.0,,"7,00",00:24:10,"54,10",MIL is OFF0 codes,,"51,00","1,00",,0,,,,,,,,,,,,
1381,1382,1382.0,"1,51E+12",-583.189.913,-352.045.857,43.0,control3,100.0,84.0,"48,60","100,00",8.0,1584.0,23.0,"27,86",,,,,30.0,,56.0,,"0,00",00:24:14,"57,60",MIL is OFF0 codes,,"54,90","1,00",,0,,,,,,,,,,,,
1382,1383,1383.0,"1,51E+12",-583.168.652,-352.050.952,45.0,control3,100.0,84.0,"49,00","18,40",8.0,1850.0,22.0,"4,96",,,,,30.0,,42.0,,"0,00",00:24:18,"22,40",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1383,1384,1384.0,"1,51E+12",-583.150.974,-3.520.560.007,41.0,control3,100.0,84.0,"45,90","34,50",8.0,847.0,35.0,"3,67",,,,,31.0,,,,"-7,80",00:24:22,"19,60",MIL is OFF0 codes,,"53,30","1,00",,0,,,,,,,,,,,,
1384,1385,1385.0,"1,51E+12",-583.151.742,-3.520.578.496,39.0,control3,100.0,84.0,"42,40","42,00",8.0,822.0,77.0,,,,,,31.0,,19.0,,"2,30",00:24:26,"20,40",MIL is OFF0 codes,,"56,10","1,00",,0,,,,,,,,,,,,
1385,1386,1386.0,"1,51E+12",-583.162.695,-3.520.566.282,38.0,control3,100.0,85.0,"43,10","87,10",9.0,1851.0,19.0,"19,93",,,,,30.0,,17.0,,"-13,30",00:24:30,"32,50",MIL is OFF0 codes,,"60,80","1,00",,0,,,,,,,,,,,,
1386,1387,1387.0,"1,51E+12",-583.173.987,-3.520.549.768,36.0,control3,100.0,85.0,"44,30","21,60",9.0,1150.0,40.0,"3,22",,,,,31.0,,16.0,,"-0,80",00:24:34,"18,40",MIL is OFF0 codes,,"60,00","1,00",,0,,,,,,,,,,,,
1387,1388,1388.0,"1,51E+12",-583.182.968,-3.520.559.257,41.0,control3,100.0,85.0,"42,70","42,40",9.0,768.0,26.0,"4,68",,,,,31.0,,23.0,,"3,10",00:24:38,"21,20",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
1388,1389,1389.0,"1,51E+12",-583.201.356,-3.520.565.315,39.0,control3,100.0,85.0,"42,40","38,00",9.0,872.0,35.0,"4,42",,,,,31.0,,13.0,,"-2,30",00:24:42,"20,00",MIL is OFF0 codes,,"58,80","1,00",,0,,,,,,,,,,,,
1389,1390,1390.0,"1,51E+12",-583.217.674,-3.520.562.794,39.0,control3,100.0,85.0,"42,00","45,50",9.0,726.0,29.0,"5,16",,,,,32.0,,9.0,,"3,10",00:24:46,"23,50",MIL is OFF0 codes,,"61,20","1,00",,0,,,,,,,,,,,,
1390,1391,1391.0,"1,51E+12",-583.207.406,-3.520.570.042,41.0,control3,100.0,85.0,"42,40","40,00",9.0,772.0,35.0,"4,49",,,,,32.0,,0.0,,"-2,30",00:24:50,"20,80",MIL is OFF0 codes,,"64,30","1,00",,0,,,,,,,,,,,,
1391,1392,1392.0,"1,51E+12",-583.452.647,-3.520.053.095,46.0,control4,99.0,86.0,"53,30","38,80",9.0,3403.0,33.0,"18,55",,,,,31.0,,100.0,,"-6,20",00:00:45,"32,90",MIL is OFF0 codes,,"72,90","1,00",,0,,,,,,,,,,,,
1392,1393,1393.0,"1,51E+12",-583.511.341,-3.519.974.463,46.0,control4,99.0,85.0,"51,00","78,00",9.0,3337.0,66.0,"40,44",,,,,31.0,,105.0,,"-7,00",00:00:52,"38,00",MIL is OFF0 codes,,"67,50","1,00",,0,,,,,,,,,,,,
1393,1394,1394.0,"1,51E+12",-583.573.276,-3.519.894.336,38.0,control4,99.0,85.0,"50,60","100,00",9.0,3575.0,53.0,"71,1",,,,,31.0,,111.0,,"0,80",00:00:56,"83,50",MIL is OFF0 codes,,"62,40","1,00",,0,,,,,,,,,,,,
1394,1395,1395.0,"1,51E+12",-583.641.899,-3.519.807.294,36.0,control4,99.0,85.0,"50,20","18,40",9.0,3645.0,18.0,"9,49",,,,,31.0,,83.0,,"0,00",00:00:59,"28,20",MIL is OFF0 codes,,"71,80","1,00",,0,,,,,,,,,,,,
1395,1396,1396.0,"1,51E+12",-583.702.644,-3.519.738.884,35.0,control4,99.0,84.0,"45,10","18,00",9.0,2237.0,19.0,"6,39",,,,,32.0,,47.0,,"0,00",00:01:04,"24,70",MIL is OFF0 codes,,"63,90","1,00",,0,,,,,,,,,,,,
1396,1397,1397.0,"1,51E+12",-583.745.608,-3.519.707.446,35.0,control4,99.0,84.0,"42,40","96,10",9.0,1801.0,100.0,"51,38",,,,,31.0,,61.0,,"0,00",00:01:08,"83,50",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1397,1398,1398.0,"1,51E+12",-58.379.023,-3.519.674.776,34.0,control4,100.0,83.0,"44,70","100,00",9.0,3203.0,98.0,"66,59",,,,,31.0,,79.0,,"0,00",00:01:12,"83,50",MIL is OFF0 codes,,"60,80","0,00",,0,,,,,,,,,,,,
1398,1399,1399.0,"1,51E+12",-583.849.529,-3.519.633.187,32.0,control4,100.0,83.0,"47,10","20,80",9.0,3278.0,19.0,"58,61",,,,,31.0,,,,"-1,60",00:01:16,"51,40",MIL is OFF0 codes,,"62,00","0,00",,0,,,,,,,,,,,,
1399,1400,1400.0,"1,51E+12",-583.916.625,-351.958.656,32.0,control4,100.0,83.0,"46,70","20,40",9.0,2473.0,22.0,"7,28",,,,,31.0,,44.0,,"3,10",00:01:20,"25,90",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1400,1401,1401.0,"1,51E+12",-583.962.798,-3.519.555.494,32.0,control4,99.0,83.0,"42,70","93,70",9.0,2518.0,71.0,"64,22",,,,,31.0,,57.0,,"0,00",00:01:24,"53,30",MIL is OFF0 codes,,"58,40","1,00",,0,,,,,,,,,,,,
1401,1402,1402.0,"1,51E+12",-584.007.383,-3.519.532.009,34.0,control4,99.0,83.0,"44,70","100,00",9.0,2859.0,99.0,"60,37",,,,,31.0,,67.0,,"0,00",00:01:28,"83,50",MIL is OFF0 codes,,"59,20","1,00",,0,,,,,,,,,,,,
1402,1403,1403.0,"1,51E+12",-584.066.373,-3.519.514.103,36.0,control4,99.0,83.0,"47,50","100,00",9.0,3378.0,21.0,"69,18",,,,,31.0,,69.0,,"0,00",00:01:32,"83,50",MIL is OFF0 codes,,"61,20","0,00",,0,,,,,,,,,,,,
1403,1404,1404.0,"1,51E+12",-58.413.697,-3.519.512.974,38.0,control4,99.0,83.0,"48,20","19,60",9.0,3068.0,92.0,"9,23",,,,,31.0,,59.0,,"3,10",00:01:36,"27,50",MIL is OFF0 codes,,"64,70","1,00",,0,,,,,,,,,,,,
1404,1405,1405.0,"1,51E+12",-584.193.723,-3.519.516.737,40.0,control4,99.0,83.0,"47,10","18,80",9.0,2920.0,35.0,"8,69",,,,,31.0,,58.0,,"0,00",00:01:40,"27,10",MIL is OFF0 codes,,"71,00","1,00",,0,,,,,,,,,,,,
1405,1406,1406.0,"1,51E+12",-584.251.137,-3.519.522.567,41.0,control4,99.0,83.0,"45,90","100,00",9.0,3076.0,100.0,"65,34",,,,,30.0,,82.0,,"0,00",00:01:44,"83,50",MIL is OFF0 codes,,"60,40","0,00",,0,,,,,,,,,,,,
1406,1407,1407.0,"1,51E+12",-584.314.246,-351.955.784,43.0,control4,99.0,83.0,"48,20","100,00",9.0,4242.0,19.0,"24,68",,,,,31.0,,81.0,,"0,00",00:01:48,"32,50",MIL is OFF0 codes,,"60,80","0,00",,0,,,,,,,,,,,,
1407,1408,1408.0,"1,51E+12",-584.372.913,-3.519.624.723,41.0,control4,99.0,83.0,"46,70","19,20",9.0,3584.0,20.0,"10,09",,,,,31.0,,33.0,,"0,00",00:01:52,"28,60",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
1408,1409,1409.0,"1,51E+12",-584.396.049,-3.519.668.615,41.0,control4,99.0,83.0,"41,60","20,00",9.0,2361.0,84.0,"7,02",,,,,31.0,,40.0,,"7,80",00:01:56,"25,50",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1409,1410,1410.0,"1,51E+12",-584.428.456,-3.519.669.814,40.0,control4,99.0,83.0,"43,10","100,00",9.0,3832.0,19.0,"44,18",,,,,31.0,,31.0,,"-2,30",00:02:00,"36,10",MIL is OFF0 codes,,"63,10","1,00",,0,,,,,,,,,,,,
1410,1411,1411.0,"1,51E+12",-584.457.871,-3.519.696.071,41.0,control4,99.0,83.0,"40,40","23,90",9.0,1587.0,51.0,"15,01",,,,,31.0,,26.0,,"-1,60",00:02:04,"34,90",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1411,1412,1412.0,"1,51E+12",-584.474.095,-3.519.714.216,37.0,control4,99.0,83.0,"42,00","100,00",9.0,2756.0,37.0,"60,42",,,,,30.0,,54.0,,"0,00",00:02:08,"83,50",MIL is OFF0 codes,,"59,20","0,00",,0,,,,,,,,,,,,
1412,1413,1413.0,"1,51E+12",-58.450.206,-3.519.744.847,37.0,control4,,83.0,"45,50","100,00",9.0,2868.0,101.0,"61,2",,,,,30.0,,72.0,,"0,00",00:02:12,"83,50",MIL is OFF0 codes,,"60,00","0,00",,0,,,,,,,,,,,,
1413,1414,1414.0,"1,51E+12",-584.545.021,-3.519.797.235,36.0,control4,99.0,84.0,"47,80","42,40",9.0,3665.0,97.0,"11,76",,,,,30.0,,87.0,,"0,00",00:02:16,"27,80",MIL is OFF0 codes,,"60,80","0,00",,0,,,,,,,,,,,,
1414,1415,1415.0,"1,51E+12",-584.602.215,-3.519.864.359,32.0,control4,99.0,84.0,"49,00","100,00",9.0,2980.0,19.0,"61,86",,,,,30.0,,90.0,,"-5,50",00:02:20,"83,50",MIL is OFF0 codes,,"59,60","0,00",,0,,,,,,,,,,,,
1415,1416,1416.0,"1,51E+12",-584.661.334,-3.519.930.169,35.0,control4,99.0,85.0,"49,00","18,00",9.0,2902.0,19.0,"7,9",,,,,31.0,,71.0,,"0,00",00:02:24,"26,70",MIL is OFF0 codes,,"65,10","1,00",,0,,,,,,,,,,,,
1416,1417,1417.0,"1,51E+12",-584.714.639,-3.519.991.305,35.0,control4,99.0,85.0,"45,50","19,60",9.0,2051.0,32.0,"5,75",,,,,31.0,,27.0,,"0,00",00:02:28,"23,50",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1417,1418,1418.0,"1,51E+12",-584.741.394,-352.002.129,35.0,control4,100.0,85.0,"40,80","29,80",9.0,824.0,100.0,"3,77",,,,,31.0,,,,"3,10",00:02:32,"20,00",MIL is OFF0 codes,,"63,90","1,00",,0,,,,,,,,,,,,
1418,1419,1419.0,"1,51E+12",-584.755.762,-3.520.024.512,33.0,control4,99.0,85.0,"41,20","100,00",9.0,2622.0,96.0,"54,74",,,,,30.0,,53.0,,"0,00",00:02:36,"83,50",MIL is OFF0 codes,,"59,20","0,00",,0,,,,,,,,,,,,
1419,1420,1420.0,"1,51E+12",-584.785.283,-3.519.992.945,35.0,control4,99.0,85.0,"45,10","100,00",9.0,2629.0,22.0,"39,75",,,,,30.0,,42.0,,"0,00",00:02:40,"36,90",MIL is OFF0 codes,,"71,40","1,00",,0,,,,,,,,,,,,
1420,1421,1421.0,"1,51E+12",-584.827.884,-351.995.235,38.0,control4,99.0,85.0,"43,50","19,20",9.0,1259.0,102.0,"3,46",,,,,31.0,,38.0,,"0,00",00:02:44,"18,00",MIL is OFF0 codes,,"63,10","1,00",,0,,,,,,,,,,,,
1421,1422,1422.0,"1,51E+12",-584.858.185,-3.519.956.449,38.0,control4,98.0,85.0,"44,30","100,00",9.0,3697.0,97.0,"77,58",,,,,30.0,,63.0,,"0,00",00:02:48,"83,50",MIL is OFF0 codes,,"60,80","0,00",,0,,,,,,,,,,,,
1422,1423,1423.0,"1,51E+12",-584.899.944,-351.999.448,40.0,control4,99.0,85.0,"47,80","26,70",9.0,4438.0,21.0,"75,94",,,,,30.0,,71.0,,"0,00",00:02:52,"83,50",MIL is OFF0 codes,,"66,30","0,00",,0,,,,,,,,,,,,
1423,1424,1424.0,"1,51E+12",-584.955.053,-3.520.039.289,42.0,control4,99.0,86.0,"49,00","100,00",9.0,3408.0,86.0,"68,38",,,,,30.0,,,,"-4,70",00:02:56,"83,50",MIL is OFF0 codes,,"69,80","1,00",,0,,,,,,,,,,,,
1424,1425,1425.0,"1,51E+12",-585.011.843,-3.520.084.133,44.0,control4,99.0,86.0,"50,20","72,50",9.0,3978.0,50.0,"58,55",,,,,30.0,,85.0,,"0,00",00:03:00,"42,00",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
1425,1426,1426.0,"1,51E+12",-585.076.326,-352.014.072,41.0,control4,99.0,86.0,"49,40","18,40",9.0,2807.0,19.0,"7,68",,,,,30.0,,76.0,,"0,00",00:03:04,"26,30",MIL is OFF0 codes,,"67,50","1,00",,0,,,,,,,,,,,,
1426,1427,1427.0,"1,51E+12",-585.138.817,-3.520.192.859,39.0,control4,99.0,86.0,"47,50","17,60",9.0,2360.0,20.0,"6,39",,,,,31.0,,57.0,,"0,00",00:03:08,"24,70",MIL is OFF0 codes,,"64,30","1,00",,0,,,,,,,,,,,,
1427,1428,1428.0,"1,51E+12",-585.190.819,-3.520.237.503,43.0,control4,99.0,86.0,"45,50","18,40",9.0,1705.0,21.0,"4,37",,,,,31.0,,27.0,,"0,00",00:03:12,"21,60",MIL is OFF0 codes,,"63,50","1,00",,0,,,,,,,,,,,,
1428,1429,1429.0,"1,51E+12",-585.221.289,-3.520.264.209,43.0,control4,99.0,86.0,"43,10","27,10",9.0,809.0,34.0,"3,65",,,,,31.0,,3.0,,"3,10",00:03:16,"20,00",MIL is OFF0 codes,,"60,40","1,00",,0,,,,,,,,,,,,
1429,1430,1430.0,"1,51E+12",-585.230.253,-3.520.271.016,43.0,control4,99.0,86.0,"42,40","39,60",9.0,782.0,36.0,"4,32",,,,,32.0,,0.0,,"0,80",00:03:20,"20,40",MIL is OFF0 codes,,"55,30","1,00",,0,,,,,,,,,,,,
1430,1431,1431.0,"1,51E+12",-585.230.253,-3.520.271.016,43.0,control4,99.0,86.0,"43,90","43,90",9.0,784.0,37.0,"4,72",,,,,32.0,,0.0,,"0,00",00:03:24,"21,20",MIL is OFF0 codes,,"52,90","1,00",,0,,,,,,,,,,,,
1431,1432,1432.0,"1,51E+12",-585.230.253,-3.520.271.016,43.0,control4,99.0,87.0,"45,50","43,10",9.0,751.0,67.0,"5,69",,,,,31.0,,7.0,,"-3,90",00:03:28,"26,70",MIL is OFF0 codes,,"57,60","1,00",,0,,,,,,,,,,,,
1432,1433,1433.0,"1,51E+12",-585.230.253,-3.520.271.016,43.0,control4,99.0,87.0,"48,20","99,20",9.0,1797.0,20.0,"28,05",,,,,31.0,,13.0,,"-5,50",00:03:32,"37,30",MIL is OFF0 codes,,"58,40","1,00",,0,,,,,,,,,,,,
1433,1434,1434.0,"1,51E+12",-585.245.776,-3.520.278.476,42.0,control4,99.0,87.0,"48,60","56,90",9.0,1365.0,40.0,"16,17",,,,,31.0,,17.0,,"6,20",00:03:36,"32,50",MIL is OFF0 codes,,"60,40","1,00",,0,,,,,,,,,,,,
1434,1435,1435.0,"1,51E+12",-585.256.872,-3.520.283.815,46.0,control4,100.0,87.0,"49,00","92,50",9.0,1357.0,95.0,"18,92",,,,,31.0,,36.0,,"-3,10",00:03:40,"35,70",MIL is OFF0 codes,,"71,40","1,00",,0,,,,,,,,,,,,
1435,1436,1436.0,"1,51E+12",-585.276.918,-3.520.273.743,44.0,control4,98.0,87.0,"51,00","100,00",9.0,3563.0,96.0,"73,02",,,,,30.0,,66.0,,"0,00",00:03:44,"83,50",MIL is OFF0 codes,,"61,20","0,00",,0,,,,,,,,,,,,
1436,1437,1437.0,"1,51E+12",-585.310.429,-3.520.233.918,43.0,control4,99.0,88.0,"52,90","100,00",9.0,4343.0,99.0,"71,73",,,,,30.0,,79.0,,"0,00",00:03:48,"83,50",MIL is OFF0 codes,,"69,80","1,00",,0,,,,,,,,,,,,
1437,1438,1438.0,"1,51E+12",-585.408.121,-3.520.106.998,44.0,control4,98.0,88.0,"54,10","100,00",9.0,4073.0,98.0,"85,34",,,,,,,95.0,,"0,00",00:03:52,"83,50",MIL is OFF0 codes,,"62,00","0,00",,0,,,,,,,,,,,,
1438,1439,1439.0,"1,51E+12",-585.471.142,-352.003.022,43.0,control4,99.0,88.0,"54,50","100,00",9.0,3943.0,91.0,"68,17",,,,,30.0,,103.0,,"0,00",00:03:56,"83,50",MIL is OFF0 codes,,"75,70","1,00",,0,,,,,,,,,,,,
1439,1440,1440.0,"1,51E+12",-5.855.366,-3.519.943.828,44.0,control4,99.0,89.0,"54,10","100,00",9.0,3475.0,18.0,"56,45",,,,,30.0,,102.0,,"-7,00",00:04:00,"41,20",MIL is OFF0 codes,,"63,10","1,00",,0,,,,,,,,,,,,
1440,1441,1441.0,"1,51E+12",-58.558.908,-3.519.871.909,42.0,control4,99.0,89.0,"51,40","17,30",9.0,3169.0,18.0,"7,9",,,,,,,75.0,,"0,00",00:04:04,"25,90",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
1441,1442,1442.0,"1,51E+12",-585.625.027,-3.519.828.901,43.0,control4,99.0,88.0,"46,70","16,90",9.0,3313.0,18.0,"8,62",,,,,30.0,,43.0,,"0,00",00:04:08,"27,10",MIL is OFF0 codes,,"65,90","1,00",,0,,,,,,,,,,,,
1442,1443,1443.0,"1,51E+12",-585.635.435,-351.981.291,43.0,control4,99.0,88.0,"42,40","17,30",9.0,1485.0,32.0,"3,58",,,,,31.0,,1.0,,"7,00",00:04:12,"19,60",MIL is OFF0 codes,,"63,10","1,00",,0,,,,,,,,,,,,
1443,1444,1444.0,"1,51E+12",-585.635.435,-351.981.291,43.0,control4,99.0,87.0,"39,20","43,10",9.0,786.0,35.0,"4,46",,,,,31.0,,0.0,,"0,00",00:04:16,"21,20",,,"52,50","1,00",,0,,,,,,,,,,,,
1444,1445,1445.0,"1,51E+12",-585.635.435,-351.981.291,43.0,control4,99.0,87.0,"39,20","43,10",9.0,780.0,32.0,"4,68",,,,,32.0,,0.0,,"0,00",00:04:20,"21,60",MIL is OFF0 codes,,"52,50","1,00",,0,,,,,,,,,,,,
1445,1446,1446.0,"1,51E+12",-585.635.435,-351.981.291,43.0,control4,99.0,88.0,"39,20","36,10",9.0,807.0,30.0,"3,79",,,,,32.0,,0.0,,"0,00",00:04:24,"20,00",,,"55,30","0,00",,0,,,,,,,,,,,,
1446,1447,1447.0,"1,51E+12",-585.635.435,-351.981.291,43.0,control4,99.0,88.0,"39,60","42,00",9.0,790.0,36.0,"4,48",,,,,32.0,,1.0,,"-3,10",00:04:28,"20,80",,,"57,30","1,00",,0,,,,,,,,,,,,
1447,1448,1448.0,"1,51E+12",-585.643.534,-351.980.863,45.0,control4,99.0,88.0,"40,00","79,20",9.0,1100.0,101.0,"17,22",,,,,31.0,,25.0,,"-10,20",00:04:32,"31,40",MIL is OFF0 codes,,"62,00","1,00",,0,,,,,,,,,,,,
1448,1449,1449.0,"1,51E+12",-58.566.691,-3.519.773.029,42.0,control4,99.0,88.0,"43,50","100,00",9.0,5662.0,96.0,"19,74",,,,,30.0,,59.0,,"0,00",00:04:36,"32,90",,,"62,00","0,00",,0,,,,,,,,,,,,
1449,1450,1450.0,"1,51E+12",-585.712.317,-3.519.715.726,40.0,control4,99.0,88.0,"46,70","100,00",9.0,5517.0,100.0,"109,97",,,,,30.0,,79.0,,"0,00",00:04:40,"35,30",,,"62,40","0,00",,0,,,,,,,,,,,,
1450,1451,1451.0,"1,51E+12",-585.766.005,-3.519.649.758,40.0,control4,98.0,88.0,"48,60","100,00",9.0,4087.0,96.0,"85,05",,,,,30.0,,95.0,,"0,00",00:04:44,"83,50",,,"62,00","0,00",,0,,,,,,,,,,,,
1451,1452,1452.0,"1,51E+12",-585.825.604,-3.519.566.624,35.0,control4,99.0,88.0,"50,60","100,00",9.0,4870.0,101.0,"17,36",,,,,30.0,,104.0,,"0,00",00:04:48,"31,80",MIL is OFF0 codes,,"61,60","0,00",,0,,,,,,,,,,,,
1452,1453,1453.0,"1,51E+12",-585.895.707,-351.948.285,30.0,control4,99.0,88.0,"50,60","100,00",9.0,3534.0,18.0,"71,21",,,,,30.0,,106.0,,"-3,90",00:04:52,"83,50",MIL is OFF0 codes,,"61,20","0,00",,0,,,,,,,,,,,,
1453,1454,1454.0,"1,51E+12",-585.958.371,-3.519.407.881,33.0,control4,99.0,88.0,"49,40","15,70",9.0,3407.0,17.0,"9,88",,,,,30.0,,88.0,,"0,00",00:04:56,"29,40",MIL is OFF0 codes,,"65,10","1,00",,0,,,,,,,,,,,,
1454,1455,1455.0,"1,51E+12",-58.600.376,-3.519.339.253,34.0,control4,99.0,88.0,"46,30","16,50",9.0,4160.0,18.0,"10,47",,,,,30.0,,71.0,,"0,00",00:05:00,"29,00",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
1455,1456,1456.0,"1,51E+12",-586.040.632,-3.519.297.071,33.0,control4,99.0,87.0,"43,90","16,90",9.0,3043.0,18.0,"7,48",,,,,30.0,,45.0,,"0,00",00:05:04,"25,90",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
1456,1457,1457.0,"1,51E+12",-586.067.812,-3.519.263.512,32.0,control4,99.0,87.0,"42,40","22,00",9.0,2127.0,31.0,"7,14",,,,,,,44.0,,"6,20",00:05:08,"25,90",MIL is OFF0 codes,,"76,90","1,00",,0,,,,,,,,,,,,
1457,1458,1458.0,"1,51E+12",-586.098.065,-351.922.144,33.0,control4,99.0,86.0,"42,70","100,00",9.0,2429.0,100.0,"46,71",,,,,30.0,,65.0,,"0,00",00:05:12,"83,10",MIL is OFF0 codes,,"59,60","0,00",,0,,,,,,,,,,,,
