,Unnamed: 0,ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM.FUEL.TRIM.BANK.1,FUEL_ECONOMY,LONG.TERM.FUEL.TRIM.BANK.2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT.TERM.FUEL.TRIM.BANK.2,SHORT.TERM.FUEL.TRIM.BANK.1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui,TROUBLE_CODES_converted,TIMESTAMP,MARK,MODEL,CAR_YEAR,ENGINE_POWER,AUTOMATIC,BAROMETRIC_PRESSURE.KPA.,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
0,1,1.0,"1,51E+12",-583.206.639,-3.520.573.159,42.0,control1,100.0,95.0,"56,10","43,10",4.0,816.0,39.0,"4,73",,,,,34.0,,,,"0,80",00:45:33,"21,20",MIL is OFF0 codes,,"52,90","1,00",,0,,,,,,,,,,,,
1,2,2.0,"1,51E+12",-583.206.639,-3.520.573.159,42.0,control1,100.0,95.0,"56,10","42,00",4.0,807.0,37.0,"4,73",,,,,34.0,,0.0,,"0,80",00:45:37,"21,60",MIL is OFF0 codes,,"52,50","1,00",,0,,,,,,,,,,,,
2,3,3.0,"1,51E+12",-583.201.429,-3.520.570.624,44.0,control1,100.0,94.0,"56,10","50,60",4.0,1559.0,37.0,"11,51",,,,,32.0,,9.0,,"-6,20",00:45:41,"29,80",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
3,4,4.0,"1,51E+12",-5.831.937,-3.520.569.123,41.0,control1,100.0,93.0,"56,90","41,20",4.0,1692.0,46.0,"10,29",,,,,32.0,,10.0,,"3,10",00:45:45,"29,00",MIL is OFF0 codes,,"71,80","1,00",,0,,,,,,,,,,,,
4,5,5.0,"1,51E+12",-583.184.493,-3.520.559.225,46.0,control1,100.0,91.0,"56,90","55,70",4.0,863.0,52.0,"7,25",,,,,32.0,,11.0,,"4,70",00:45:49,"25,90",MIL is OFF0 codes,,"58,00","1,00",,0,,,,,,,,,,,,
5,6,6.0,"1,51E+12",-583.183.485,-3.520.548.621,47.0,control1,,90.0,"57,30","69,80",4.0,955.0,66.0,"9,2",,,,,32.0,,8.0,,"0,80",00:45:53,"27,50",MIL is OFF0 codes,,"60,40","1,00",,0,,,,,,,,,,,,
6,7,7.0,"1,51E+12",-583.182.818,-3.520.543.836,49.0,control1,100.0,90.0,"58,00","26,30",4.0,777.0,51.0,"9,39",,,,,32.0,,9.0,,"2,30",00:45:57,"29,80",MIL is OFF0 codes,,"46,30","1,00",,0,,,,,,,,,,,,
7,8,8.0,"1,51E+12",-58.318.184,-3.520.531.835,51.0,control1,100.0,90.0,"59,20","47,10",4.0,1549.0,41.0,,,,,,32.0,,13.0,,"-7,80",00:46:01,"29,40",MIL is OFF0 codes,,"69,00","1,00",,0,,,,,,,,,,,,
8,9,9.0,"1,51E+12",-583.184.651,-3.520.519.257,52.0,control1,100.0,89.0,"60,00","49,40",4.0,2106.0,43.0,"16,1",,,,,32.0,,12.0,,"1,60",00:46:05,"31,80",MIL is OFF0 codes,,"70,60","1,00",,0,,,,,,,,,,,,
9,10,10.0,"1,51E+12",-58.319.008,-3.520.507.015,52.0,control1,100.0,89.0,"60,00","62,40",4.0,1080.0,53.0,"9,48",,,,,32.0,,15.0,,"-1,60",00:46:09,"28,20",MIL is OFF0 codes,,"62,00","1,00",,0,,,,,,,,,,,,
10,11,11.0,"1,51E+12",-583.194.154,-3.520.489.761,53.0,control1,100.0,89.0,"60,40","61,20",4.0,1384.0,50.0,"12,41",,,,,31.0,,20.0,,"-3,90",00:46:13,"30,20",MIL is OFF0 codes,,"65,90","1,00",,0,,,,,,,,,,,,
11,12,12.0,"1,51E+12",-583.201.976,-3.520.471.768,54.0,control1,100.0,89.0,"60,80","56,50",4.0,1727.0,37.0,"14,34",,,,,32.0,,18.0,,"-2,30",00:46:17,"31,00",MIL is OFF0 codes,,"69,00","1,00",,0,,,,,,,,,,,,
12,13,13.0,"1,51E+12",-583.208.991,-3.520.452.347,54.0,control1,100.0,89.0,"60,40","61,20",4.0,934.0,54.0,"8,45",,,,,32.0,,20.0,,"3,90",00:46:21,"27,10",MIL is OFF0 codes,,"60,40","1,00",,0,,,,,,,,,,,,
13,14,14.0,"1,51E+12",-583.215.404,-3.520.430.514,54.0,control1,100.0,89.0,"60,00","63,50",4.0,1040.0,49.0,"9,5",,,,,32.0,,23.0,,"3,90",00:46:25,"28,20",MIL is OFF0 codes,,"61,20","1,00",,0,,,,,,,,,,,,
14,15,15.0,"1,51E+12",-583.224.181,-3.520.406.867,53.0,control1,100.0,89.0,"59,60","57,30",4.0,1204.0,48.0,"10,11",,,,,31.0,,28.0,,"-0,80",00:46:29,"28,60",MIL is OFF0 codes,,"63,10","1,00",,0,,,,,,,,,,,,
15,16,16.0,"1,51E+12",-583.235.435,-3.520.377.359,53.0,control1,100.0,89.0,"59,60","54,10",4.0,1464.0,20.0,"11,63",,,,,31.0,,33.0,,"4,70",00:46:33,"29,80",MIL is OFF0 codes,,"67,80","1,00",,0,,,,,,,,,,,,
16,17,17.0,"1,51E+12",-58.324.692,-352.034.775,52.0,control1,100.0,89.0,"58,80","20,80",4.0,1084.0,21.0,"3,67",,,,,33.0,,,,"6,20",00:46:37,"19,20",MIL is OFF0 codes,,"58,80","1,00",,0,,,,,,,,,,,,
17,18,18.0,"1,51E+12",-58.335.698,-3.520.184.102,46.0,control1,100.0,88.0,"58,40","21,60",4.0,1098.0,20.0,"3,81",,,,,33.0,,34.0,,"-0,80",00:46:41,"19,20",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
18,19,19.0,"1,51E+12",-583.375.214,-3.520.159.614,46.0,control1,100.0,85.0,"56,50","38,00",4.0,1486.0,31.0,"8,33",,,,,32.0,,31.0,,"4,70",00:47:06,"26,70",MIL is OFF0 codes,,"71,00","1,00",,0,,,,,,,,,,,,
19,20,20.0,"1,51E+12",-583.394.806,-3.520.133.562,45.0,control1,100.0,85.0,"56,50","36,90",4.0,1569.0,27.0,"8,52",,,,,32.0,,32.0,,"0,80",00:47:10,"27,10",MIL is OFF0 codes,,"72,20","1,00",,0,,,,,,,,,,,,
20,21,21.0,"1,51E+12",-583.413.573,-3.520.108.263,45.0,control1,100.0,84.0,"56,10","30,20",4.0,1579.0,28.0,"7,09",,,,,32.0,,32.0,,"-3,90",00:47:14,"25,50",MIL is OFF0 codes,,"73,70","1,00",,0,,,,,,,,,,,,
21,22,22.0,"1,51E+12",-583.432.009,-3.520.084.685,45.0,control1,100.0,84.0,"56,10","31,80",4.0,1572.0,28.0,"7,1",,,,,32.0,,32.0,,"3,10",00:47:18,"25,50",MIL is OFF0 codes,,"73,30","1,00",,0,,,,,,,,,,,,
22,23,23.0,"1,51E+12",-583.451.733,-3.520.059.214,45.0,control1,100.0,83.0,"55,70","32,20",4.0,1570.0,29.0,"7,48",,,,,32.0,,32.0,,"1,60",00:47:22,"25,90",,,"72,90","1,00",,0,,,,,,,,,,,,
23,24,24.0,"1,51E+12",-583.472.461,-3.520.032.932,46.0,control1,100.0,83.0,"55,70","31,40",4.0,1589.0,27.0,"7,47",,,,,32.0,,,,"3,10",00:47:26,"25,90",,,"73,30","1,00",,0,,,,,,,,,,,,
24,25,25.0,"1,51E+12",-58.349.132,-3.520.004.358,45.0,control1,100.0,83.0,"55,70","32,20",4.0,1628.0,28.0,"7,6",,,,,32.0,,35.0,,"-2,30",00:47:30,"26,30",MIL is OFF0 codes,,"73,70","1,00",,0,,,,,,,,,,,,
25,26,26.0,"1,51E+12",-583.515.169,-3.519.975.909,44.0,control1,100.0,83.0,"55,70","22,40",4.0,1704.0,20.0,"4,37",,,,,32.0,,36.0,,"0,00",00:47:34,"22,00",MIL is OFF0 codes,,"74,90","1,00",,0,,,,,,,,,,,,
26,27,27.0,"1,51E+12",-583.536.954,-3.519.945.879,43.0,control1,100.0,82.0,"55,70","20,00",4.0,1204.0,19.0,"3,26",,,,,33.0,,37.0,,"6,20",00:47:38,"19,20",MIL is OFF0 codes,,"58,80","1,00",,0,,,,,,,,,,,,
27,28,28.0,"1,51E+12",-583.558.388,-3.519.920.546,38.0,control1,100.0,82.0,"55,70","20,80",4.0,1246.0,21.0,"3,38",,,,,33.0,,,,"16,40",00:47:42,"20,00",MIL is OFF0 codes,,"60,00","1,00",,0,,,,,,,,,,,,
28,29,29.0,"1,51E+12",-583.582.325,-351.989.021,37.0,control1,100.0,82.0,"55,70","18,80",4.0,1256.0,20.0,"3,59",,,,,33.0,,36.0,,"23,40",00:47:46,"20,40",MIL is OFF0 codes,,"60,00","1,00",,0,,,,,,,,,,,,
29,30,30.0,"1,51E+12",-583.604.678,-351.986.016,37.0,control1,100.0,82.0,"55,30","20,40",4.0,1207.0,20.0,"3,51",,,,,33.0,,34.0,,"11,70",00:47:50,"20,00",MIL is OFF0 codes,,"59,20","1,00",,0,,,,,,,,,,,,
30,31,31.0,"1,51E+12",-583.626.123,-3.519.833.432,37.0,control1,100.0,81.0,"55,30","22,00",4.0,1108.0,35.0,"3,57",,,,,33.0,,32.0,,"5,50",00:47:54,"19,20",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
31,32,32.0,"1,51E+12",-583.645.382,-3.519.807.623,37.0,control1,100.0,81.0,"55,30","48,20",4.0,1064.0,43.0,"7,58",,,,,32.0,,,,"6,20",00:47:58,"26,30",MIL is OFF0 codes,,"64,30","1,00",,0,,,,,,,,,,,,
32,33,33.0,"1,51E+12",-583.664,-3.519.779.421,36.0,control1,100.0,81.0,"55,30","50,20",4.0,1078.0,44.0,"7,71",,,,,32.0,,33.0,,"3,90",00:48:02,"26,70",MIL is OFF0 codes,,"64,30","1,00",,0,,,,,,,,,,,,
33,34,34.0,"1,51E+12",-583.686.071,-3.519.754.541,36.0,control1,100.0,81.0,"55,30","49,40",4.0,1092.0,33.0,"7,81",,,,,32.0,,32.0,,"-2,30",00:48:06,"26,70",MIL is OFF0 codes,,"64,70","1,00",,0,,,,,,,,,,,,
34,35,35.0,"1,51E+12",-583.711.282,-3.519.733.828,38.0,control1,100.0,81.0,"55,30","18,00",4.0,1058.0,21.0,"3,08",,,,,33.0,,28.0,,"0,00",00:48:10,"18,40",MIL is OFF0 codes,,"65,90","1,00",,0,,,,,,,,,,,,
35,36,36.0,"1,51E+12",-583.734.396,-3.519.718.831,39.0,control1,100.0,81.0,"55,30","23,50",4.0,924.0,33.0,"3,46",,,,,34.0,,24.0,,"7,80",00:48:15,"18,80",MIL is OFF0 codes,,"65,90","1,00",,0,,,,,,,,,,,,
36,37,37.0,"1,51E+12",-583.755.172,-3.519.706.064,40.0,control1,100.0,81.0,"54,90","60,40",4.0,1212.0,48.0,"10,3",,,,,33.0,,28.0,,"-1,60",00:48:19,"29,00",MIL is OFF0 codes,,"61,20","1,00",,0,,,,,,,,,,,,
37,38,38.0,"1,51E+12",-583.778.873,-3.519.689.127,40.0,control1,100.0,80.0,"55,30","58,40",4.0,1443.0,21.0,"12,06",,,,,32.0,,33.0,,"-7,80",00:48:23,"30,20",MIL is OFF0 codes,,"67,50","1,00",,0,,,,,,,,,,,,
38,39,39.0,"1,51E+12",-583.807.305,-3.519.670.246,41.0,control1,100.0,80.0,"55,30","38,80",4.0,1097.0,40.0,"6,32",,,,,32.0,,34.0,,"3,10",00:48:27,"24,70",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
39,40,40.0,"1,51E+12",-583.836.513,-3.519.650.388,41.0,control1,100.0,80.0,"55,30","44,30",4.0,1146.0,37.0,"7,28",,,,,32.0,,,,"3,90",00:48:31,"25,90",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
40,41,41.0,"1,51E+12",-583.864.304,-3.519.629.755,43.0,control1,100.0,80.0,"55,30","44,70",4.0,1134.0,38.0,"7,18",,,,,32.0,,34.0,,"3,90",00:48:35,"25,90",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
41,42,42.0,"1,51E+12",-583.892.708,-3.519.610.156,43.0,control1,100.0,80.0,"55,30","44,70",4.0,1124.0,39.0,"7,12",,,,,32.0,,34.0,,"-2,30",00:48:39,"25,50",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
42,43,43.0,"1,51E+12",-583.921.584,-3.519.590.546,45.0,control1,100.0,80.0,"55,30","41,20",4.0,1115.0,19.0,"6,35",,,,,33.0,,33.0,,"3,10",00:48:43,,MIL is OFF0 codes,,"66,30","1,00",,0,,,,,,,,,,,,
43,44,44.0,"1,51E+12",-583.947.883,-3.519.572.058,46.0,control1,100.0,81.0,"55,30","19,60",4.0,1021.0,21.0,"2,77",,,,,33.0,,31.0,,"3,10",00:48:47,"18,40",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
44,45,45.0,"1,51E+12",-583.968.607,-351.955.705,45.0,control1,100.0,81.0,"55,30","43,10",4.0,1251.0,57.0,"7,39",,,,,33.0,,27.0,,"6,20",00:48:51,"26,30",MIL is OFF0 codes,,"67,50","1,00",,0,,,,,,,,,,,,
45,46,46.0,"1,51E+12",-583.990.605,-3.519.545.196,42.0,control1,100.0,81.0,"55,70","69,00",4.0,1380.0,62.0,"14,05",,,,,32.0,,29.0,,,00:48:55,"31,00",MIL is OFF0 codes,,"65,10","1,00",,0,,,,,,,,,,,,
46,47,47.0,"1,51E+12",-584.016.223,-3.519.532.191,43.0,control1,100.0,81.0,"56,50","76,10",4.0,1481.0,64.0,"16,44",,,,,32.0,,30.0,,"-10,20",00:48:59,"32,20",MIL is OFF0 codes,,"64,70","1,00",,0,,,,,,,,,,,,
47,48,48.0,"1,51E+12",-584.046.098,-3.519.522.087,46.0,control1,100.0,81.0,"57,60","76,90",4.0,1484.0,63.0,"17,29",,,,,32.0,,30.0,,"-3,90",00:49:03,"32,50",MIL is OFF0 codes,,"65,10","1,00",,0,,,,,,,,,,,,
48,49,49.0,"1,51E+12",-584.073.958,-3.519.517.903,49.0,control1,100.0,81.0,"58,40","78,00",4.0,1523.0,65.0,"17,1",,,,,32.0,,,,"-3,10",00:49:07,"32,50",MIL is OFF0 codes,,"65,10","1,00",,0,,,,,,,,,,,,
49,50,50.0,"1,51E+12",-584.105.399,-3.519.515.568,50.0,control1,100.0,81.0,"58,80","77,60",4.0,1561.0,59.0,"17,64",,,,,32.0,,31.0,,"-3,10",00:49:11,"32,50",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
50,51,51.0,"1,51E+12",-584.137.328,-3.519.515.973,52.0,control1,100.0,81.0,"59,20","68,20",4.0,1540.0,20.0,"13,69",,,,,32.0,,25.0,,"-0,80",00:49:15,"29,80",MIL is OFF0 codes,,"66,70","1,00",,0,,,,,,,,,,,,
51,52,52.0,"1,51E+12",-584.162.394,-3.519.517.144,54.0,control1,100.0,82.0,"59,20","18,80",4.0,1091.0,53.0,"3,25",,,,,33.0,,19.0,,"-2,30",00:49:19,"18,80",MIL is OFF0 codes,,"59,60","1,00",,0,,,,,,,,,,,,
52,53,53.0,"1,51E+12",-5.841.822,-3.519.516.927,54.0,control1,100.0,82.0,"58,80","74,10",4.0,980.0,55.0,"10,73",,,,,32.0,,27.0,,"4,70",00:49:23,"29,80",MIL is OFF0 codes,,"58,00","1,00",,0,,,,,,,,,,,,
53,54,54.0,"1,51E+12",-584.208.521,-3.519.519.265,54.0,control1,100.0,82.0,"58,80","48,60",4.0,1414.0,27.0,"8,62",,,,,33.0,,31.0,,"7,80",00:49:27,"25,90",MIL is OFF0 codes,,"66,70","1,00",,0,,,,,,,,,,,,
54,55,55.0,"1,51E+12",-584.240.143,-3.519.521.595,51.0,control1,100.0,82.0,"58,40","19,60",4.0,1060.0,21.0,"3,17",,,,,33.0,,34.0,,"7,80",00:49:31,"18,80",MIL is OFF0 codes,,"58,40","1,00",,0,,,,,,,,,,,,
55,56,56.0,"1,51E+12",-584.273.008,-3.519.531.667,50.0,control1,100.0,82.0,"58,00","22,70",4.0,1156.0,20.0,"3,58",,,,,33.0,,37.0,,"7,00",00:49:35,"19,60",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
56,57,57.0,"1,51E+12",-584.303.969,-3.519.550.174,46.0,control1,100.0,82.0,"57,30","19,20",4.0,1245.0,20.0,"3,54",,,,,33.0,,39.0,,"14,10",00:49:39,"20,40",MIL is OFF0 codes,,"59,60","1,00",,0,,,,,,,,,,,,
57,58,58.0,"1,51E+12",-584.336.299,-3.519.573.439,45.0,control1,100.0,82.0,"56,90","19,20",4.0,1321.0,20.0,"3,73",,,,,33.0,,39.0,,"13,30",00:49:43,"20,80",MIL is OFF0 codes,,"61,60","1,00",,0,,,,,,,,,,,,
58,59,59.0,"1,51E+12",-584.478.098,-3.519.719.242,43.0,control1,100.0,82.0,"56,50","19,20",4.0,1260.0,21.0,"3,54",,,,,33.0,,33.0,,"14,10",00:49:47,"20,40",MIL is OFF0 codes,,"60,40","1,00",,0,,,,,,,,,,,,
59,60,60.0,"1,51E+12",-584.525.918,-3.519.774.194,42.0,control1,100.0,82.0,"56,10","14,10",4.0,996.0,23.0,"2,74",,,,,34.0,,34.0,,"6,20",00:50:21,"18,80",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
60,61,61.0,"1,51E+12",-584.546.916,-3.519.798.903,43.0,control1,100.0,82.0,"56,10","26,30",4.0,930.0,24.0,"3,56",,,,,34.0,,33.0,,"-2,30",00:50:25,"19,20",MIL is OFF0 codes,,"62,70","1,00",,0,,,,,,,,,,,,
61,62,62.0,"1,51E+12",-584.568.815,-3.519.823.955,42.0,control1,100.0,82.0,"55,70","26,30",4.0,901.0,25.0,"3,37",,,,,34.0,,32.0,,"1,60",00:50:29,"19,20",MIL is OFF0 codes,,"60,80","1,00",,0,,,,,,,,,,,,
62,63,63.0,"1,51E+12",-584.590.923,-3.519.847.987,42.0,control1,100.0,82.0,"55,70","28,20",4.0,879.0,26.0,"3,41",,,,,34.0,,32.0,,"-3,90",00:50:33,"19,20",MIL is OFF0 codes,,"61,60","1,00",,0,,,,,,,,,,,,
63,64,64.0,"1,51E+12",-584.613.151,-3.519.872.861,42.0,control1,100.0,82.0,"55,70","27,10",4.0,872.0,26.0,"3,55",,,,,34.0,,,,"1,60",00:50:37,"19,20",MIL is OFF0 codes,,"61,60","1,00",,0,,,,,,,,,,,,
64,65,65.0,"1,51E+12",-584.634.955,-3.519.898.001,41.0,control1,100.0,82.0,"55,70","27,10",4.0,889.0,24.0,"3,5",,,,,35.0,,32.0,,"1,60",00:50:41,"19,20",MIL is OFF0 codes,,"61,20","1,00",,0,,,,,,,,,,,,
65,66,66.0,"1,51E+12",-584.656.824,-3.519.919.064,42.0,control1,100.0,82.0,"55,70","28,60",4.0,796.0,75.0,3,,,,,33.0,,31.0,,"2,30",00:50:45,"19,60",MIL is OFF0 codes,,"61,60","1,00",,0,,,,,,,,,,,,
66,67,67.0,"1,51E+12",-584.679.036,-3.519.941.299,41.0,control1,100.0,82.0,"56,10","92,50",4.0,1071.0,53.0,"14,61",,,,,33.0,,32.0,,"-4,70",00:50:49,"32,20",MIL is OFF0 codes,,"56,10","1,00",,0,,,,,,,,,,,,
67,68,68.0,"1,51E+12",-58.470.273,-3.519.966.512,40.0,control1,100.0,82.0,"56,50","63,90",4.0,1615.0,18.0,"15,19",,,,,32.0,,,,"-0,80",00:50:53,,MIL is OFF0 codes,,"68,20","1,00",,0,,,,,,,,,,,,
68,69,69.0,"1,51E+12",-584.720.868,-3.519.989.272,42.0,control1,100.0,82.0,"56,50","18,00",4.0,1514.0,21.0,"3,84",,,,,33.0,,25.0,,"0,00",00:50:57,"21,60",MIL is OFF0 codes,,"62,40","1,00",,0,,,,,,,,,,,,
69,70,70.0,"1,51E+12",-584.732.988,-3.520.005.396,40.0,control1,100.0,82.0,"56,10","33,30",4.0,806.0,33.0,"4,8",,,,,34.0,,,,"0,00",00:51:01,"22,00",MIL is OFF0 codes,,"67,50","1,00",,0,,,,,,,,,,,,
70,71,71.0,"1,51E+12",-5.847.368,-3.520.007.942,39.0,control1,100.0,82.0,"55,30","40,80",4.0,788.0,35.0,"4,36",,,,,34.0,,0.0,,"3,10",00:51:05,"20,80",MIL is OFF0 codes,,"54,10","1,00",,0,,,,,,,,,,,,
71,72,72.0,"1,51E+12",-5.847.368,-3.520.007.942,39.0,control1,100.0,82.0,"54,90","36,90",4.0,818.0,34.0,"4,38",,,,,34.0,,0.0,,"3,90",00:51:09,"20,40",MIL is OFF0 codes,,"54,50","1,00",,0,,,,,,,,,,,,
72,73,73.0,"1,51E+12",-5.847.368,-3.520.007.942,39.0,control1,100.0,82.0,"54,50","37,30",4.0,814.0,32.0,"4,07",,,,,34.0,,0.0,,"3,90",00:51:13,"20,40",MIL is OFF0 codes,,"57,60","1,00",,0,,,,,,,,,,,,
73,74,74.0,"1,51E+12",-5.847.368,-3.520.007.942,39.0,control1,100.0,82.0,"54,50","37,30",4.0,792.0,32.0,"4,1",,,,,35.0,,0.0,,"4,70",00:51:17,"20,40",MIL is OFF0 codes,,"54,90","1,00",,0,,,,,,,,,,,,
74,75,75.0,"1,51E+12",-5.847.368,-3.520.007.942,39.0,control1,100.0,82.0,"54,50","36,10",4.0,803.0,33.0,"4,26",,,,,35.0,,0.0,,"3,90",00:51:21,"20,40",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
75,76,76.0,"1,51E+12",-5.847.368,-3.520.007.942,39.0,control1,100.0,83.0,"54,50","38,00",4.0,781.0,35.0,"4,13",,,,,35.0,,,,"3,90",00:51:25,"20,40",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
76,77,77.0,"1,51E+12",-584.743.362,-3.520.011.108,41.0,control1,100.0,83.0,"54,50","40,80",4.0,797.0,24.0,"4,66",,,,,34.0,,12.0,,"-1,60",00:51:29,"21,20",MIL is OFF0 codes,,"55,30","1,00",,0,,,,,,,,,,,,
77,78,78.0,"1,51E+12",-584.752.727,-3.520.022.907,38.0,control1,100.0,83.0,"54,90","18,80",4.0,1062.0,36.0,"4,02",,,,,33.0,,16.0,,"-1,60",00:51:33,"22,00",MIL is OFF0 codes,,"58,40","1,00",,0,,,,,,,,,,,,
78,79,79.0,"1,51E+12",-584.768.459,-352.001.336,39.0,control1,100.0,83.0,"54,90","51,40",4.0,1356.0,46.0,"10,28",,,,,33.0,,23.0,,"-3,10",00:51:37,"29,00",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
79,80,80.0,"1,51E+12",-584.785.944,-3.519.998.715,40.0,control1,100.0,83.0,"55,30","18,80",4.0,1227.0,55.0,"3,51",,,,,33.0,,26.0,,"-2,30",00:51:41,"20,00",MIL is OFF0 codes,,"65,10","1,00",,0,,,,,,,,,,,,
80,81,81.0,"1,51E+12",-58.480.709,-3.519.979.769,41.0,control1,100.0,83.0,"55,70","63,50",4.0,1342.0,33.0,"12,46",,,,,32.0,,30.0,,"-4,70",00:51:45,"30,20",MIL is OFF0 codes,,"65,50","1,00",,0,,,,,,,,,,,,
81,82,82.0,"1,51E+12",-584.827.783,-3.519.960.188,42.0,control1,100.0,83.0,"56,10","16,10",4.0,1401.0,21.0,"3,31",,,,,33.0,,25.0,,"7,80",00:51:49,"20,80",MIL is OFF0 codes,,"64,30","1,00",,0,,,,,,,,,,,,
82,83,83.0,"1,51E+12",-584.846,-3.519.950.365,41.0,control1,100.0,83.0,"55,70","20,40",4.0,1109.0,44.0,"2,95",,,,,34.0,,17.0,,"2,30",00:51:53,"18,80",MIL is OFF0 codes,,"58,40","1,00",,0,,,,,,,,,,,,
83,84,84.0,"1,51E+12",-584.859.578,-351.996.611,44.0,control1,100.0,84.0,"55,70","85,10",4.0,935.0,64.0,"11,55",,,,,33.0,,23.0,,"7,80",00:51:57,"30,60",MIL is OFF0 codes,,"58,00","1,00",,0,,,,,,,,,,,,
84,85,85.0,"1,51E+12",-584.879.246,-3.519.981.778,45.0,control1,100.0,84.0,"56,50","74,10",4.0,1187.0,58.0,"12,86",,,,,32.0,,27.0,,"-1,60",00:52:01,"30,60",MIL is OFF0 codes,,"60,00","1,00",,0,,,,,,,,,,,,
85,86,86.0,"1,51E+12",-584.901.602,-3.519.998.398,46.0,control1,100.0,84.0,"57,30","68,20",4.0,1359.0,55.0,"13,71",,,,,32.0,,29.0,,"-5,50",00:52:05,"31,00",MIL is OFF0 codes,,"65,10","1,00",,0,,,,,,,,,,,,
86,87,87.0,"1,51E+12",-584.924.552,-3.520.016.833,48.0,control1,100.0,,"57,60","62,40",4.0,1477.0,53.0,"13,74",,,,,32.0,,30.0,,"-5,50",00:52:09,"31,00",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
87,88,88.0,"1,51E+12",-584.946.515,-3.520.035.938,50.0,control1,100.0,84.0,"58,00","63,10",4.0,1471.0,55.0,"13,61",,,,,32.0,,,,"-4,70",00:52:13,"31,00",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
88,89,89.0,"1,51E+12",-584.969.482,-3.520.055.169,50.0,control1,100.0,84.0,"58,40","64,30",4.0,1477.0,40.0,"13,61",,,,,32.0,,30.0,,"-3,90",00:52:17,"31,00",MIL is OFF0 codes,,"67,10","1,00",,0,,,,,,,,,,,,
89,90,90.0,"1,51E+12",-584.994.059,-3.520.075.819,50.0,control1,100.0,84.0,"58,40","44,30",4.0,1509.0,19.0,"9,63",,,,,32.0,,,,"0,00",00:52:21,"27,10",MIL is OFF0 codes,,"69,80","1,00",,0,,,,,,,,,,,,
90,91,91.0,"1,51E+12",-585.015.953,-3.520.092.219,51.0,control1,100.0,84.0,"58,40","36,50",4.0,963.0,24.0,"4,04",,,,,33.0,,29.0,,"4,70",00:52:25,"18,40",MIL is OFF0 codes,,"49,80","1,00",,0,,,,,,,,,,,,
91,92,92.0,"1,51E+12",-58.503.897,-3.520.109.556,49.0,control1,100.0,84.0,"57,60","26,30",4.0,899.0,26.0,"3,16",,,,,34.0,,26.0,,"3,90",00:52:29,"18,80",MIL is OFF0 codes,,"63,10","1,00",,0,,,,,,,,,,,,
92,93,93.0,"1,51E+12",-585.059.671,-3.520.126.087,48.0,control1,100.0,84.0,"57,60","39,60",4.0,734.0,31.0,"4,41",,,,,34.0,,26.0,,"3,90",00:52:33,"20,00",MIL is OFF0 codes,,"56,90","1,00",,0,,,,,,,,,,,,
93,94,94.0,"1,51E+12",-585.081.028,-3.520.144.586,45.0,control1,100.0,84.0,"57,30","36,90",4.0,1348.0,30.0,"7,09",,,,,33.0,,30.0,,"7,00",00:52:37,"25,50",MIL is OFF0 codes,,"69,00","1,00",,0,,,,,,,,,,,,
94,95,95.0,"1,51E+12",-585.105.681,-3.520.164.559,45.0,control1,100.0,84.0,"56,90","33,70",4.0,1536.0,17.0,"7,63",,,,,33.0,,33.0,,"6,20",00:52:41,"25,90",MIL is OFF0 codes,4300.0,"72,50","1,00",,1,,,,,,,,,,,,
95,96,96.0,"1,51E+12",-585.129.249,-3.520.185.216,44.0,control1,100.0,84.0,"56,90","18,00",4.0,1570.0,20.0,"4,16",,,,,33.0,,30.0,,"0,00",00:52:45,"22,00",MIL is OFF0 codes,4300.0,"63,10","1,00",,1,,,,,,,,,,,,
